Car_Name,Brand,Model,Variant,Year,Age_Years,Km_Driven,Fuel_Type,Transmission,Owner,Seller_Type,Mileage_kmpl,Engine_CC,Max_Power_BHP,Torque_Nm,Seats,Original_Price_L,Selling_Price_L
Hyundai Creta E 2013,Hyundai,Creta,E,2013,11,101791,Petrol,Manual,First Owner,Individual,19.0,1497,99.0,191,5,10.87,3.99
Honda Amaze S 2018,Honda,Amaze,S,2018,6,78038,Petrol,Manual,First Owner,Individual,18.9,1199,66.6,131,5,7.39,3.97
Volkswagen Taigun Topline 2016,Volkswagen,Taigun,Topline,2016,8,132152,Petrol,Automatic,First Owner,Individual,22.0,999,77.1,142,5,15.99,7.38
Toyota Innova Crysta GX 2019,Toyota,Innova Crysta,GX,2019,5,51739,Diesel,Manual,First Owner,Individual,22.8,2393,160.9,290,7,19.77,12.83
Tata Tiago XT 2019,Tata,Tiago,XT,2019,5,59860,Petrol,Manual,Fourth & Above Owner,Individual,20.8,1199,68.5,152,5,7.2,3.15
Jeep Compass Limited 2021,Jeep,Compass,Limited,2021,3,42407,Diesel,Automatic,Third Owner,Individual,26.3,1956,110.9,282,5,28.59,17.35
Mahindra XUV300 W4 2013,Mahindra,XUV300,W4,2013,11,114550,Petrol,Manual,Fourth & Above Owner,Individual,19.3,1197,72.8,185,5,8.45,2.22
Mahindra XUV300 W6 2022,Mahindra,XUV300,W6,2022,2,16179,Petrol,Manual,First Owner,Dealer,14.3,1197,82.0,177,5,9.99,8.0
Toyota Innova Crysta GX 2017,Toyota,Innova Crysta,GX,2017,7,94685,Diesel,Manual,First Owner,Dealer,19.5,2393,140.9,340,7,19.77,11.0
Tata Tiago XM 2021,Tata,Tiago,XM,2021,3,41390,Petrol,Manual,First Owner,Dealer,20.6,1199,71.3,140,5,6.2,4.49
Toyota Glanza V 2019,Toyota,Glanza,V,2019,5,43985,Petrol,Automatic,Second Owner,Individual,17.6,1197,94.2,190,5,8.99,4.87
Maruti Baleno Alpha 2022,Maruti,Baleno,Alpha,2022,2,19024,Petrol,Automatic,Second Owner,Trustmark Dealer,14.3,1197,95.6,191,5,9.45,6.88
Toyota Fortuner 4x4 AT 2020,Toyota,Fortuner,4x4 AT,2020,4,47899,Diesel,Automatic,Second Owner,Trustmark Dealer,19.4,2755,172.0,359,7,40.57,26.69
MG Hector Plus Sharp 2021,MG,Hector Plus,Sharp,2021,3,46558,Diesel,Manual,First Owner,Individual,24.4,1956,130.0,291,6,20.99,15.03
Mahindra XUV300 W8 2017,Mahindra,XUV300,W8,2017,7,90956,Diesel,Manual,Second Owner,Individual,21.2,1497,101.9,226,5,12.99,5.88
Mercedes E-Class Progressive 2020,Mercedes,E-Class,Progressive,2020,4,56899,Petrol,Automatic,Second Owner,Individual,21.9,1991,129.7,244,5,77.5,49.35
Kia Carnival Premium 2018,Kia,Carnival,Premium,2018,6,54381,Diesel,Automatic,First Owner,Individual,21.4,2199,126.8,248,8,30.89,19.06
Maruti Dzire VXI 2016,Maruti,Dzire,VXI,2016,8,121893,Petrol,Manual,Second Owner,Individual,17.5,1197,90.9,204,5,7.24,2.81
Kia Carnival Premium 2013,Kia,Carnival,Premium,2013,11,74842,Diesel,Automatic,Fourth & Above Owner,Individual,18.1,2199,126.1,255,8,30.89,9.42
Skoda Kushaq Active 2017,Skoda,Kushaq,Active,2017,7,96361,Petrol,Manual,Third Owner,Dealer,21.0,999,76.5,178,5,10.89,4.42
Volkswagen Taigun Topline 2016,Volkswagen,Taigun,Topline,2016,8,106880,Petrol,Automatic,Third Owner,Dealer,18.8,999,55.5,116,5,15.99,6.79
Skoda Kushaq Style 2023,Skoda,Kushaq,Style,2023,1,9761,Petrol,Automatic,First Owner,Dealer,20.3,1498,83.5,207,5,17.99,15.79
MG Hector Smart 2017,MG,Hector,Smart,2017,7,87510,Petrol,Manual,Second Owner,Dealer,20.5,1451,108.8,202,5,14.72,7.01
Audi Q5 Premium 2014,Audi,Q5,Premium,2014,10,132225,Petrol,Automatic,First Owner,Individual,19.4,1984,133.5,335,5,67.81,33.65
MG ZS EV Excite 2013,MG,ZS EV,Excite,2013,11,114034,Electric,Automatic,First Owner,Dealer,331.9,0,144.5,273,5,22.58,10.45
Skoda Slavia Ambition 2019,Skoda,Slavia,Ambition,2019,5,66946,Petrol,Automatic,First Owner,Dealer,17.9,999,72.8,163,5,14.49,8.72
Toyota Urban Cruiser Mid 2021,Toyota,Urban Cruiser,Mid,2021,3,34891,Petrol,Manual,Third Owner,Individual,21.7,1462,93.9,173,5,10.33,6.17
Kia Sonet HTK+ 2020,Kia,Sonet,HTK+,2020,4,24444,Diesel,Manual,First Owner,Individual,24.0,1493,103.7,222,5,11.49,7.62
Tata Altroz XE 2022,Tata,Altroz,XE,2022,2,19254,Petrol,Manual,Second Owner,Dealer,17.7,1199,79.8,205,5,6.6,4.88
Honda City V 2020,Honda,City,V,2020,4,43463,Petrol,Manual,Second Owner,Dealer,16.7,1498,110.4,237,5,11.89,7.31
Hyundai i20 Asta (O) 2016,Hyundai,i20,Asta (O),2016,8,78202,Diesel,Manual,First Owner,Individual,23.6,1493,105.1,212,5,10.95,5.18
Renault Triber RXZ 2022,Renault,Triber,RXZ,2022,2,20821,Petrol,Automatic,First Owner,Dealer,21.6,999,58.5,105,7,8.97,7.11
Maruti Dzire VXI 2018,Maruti,Dzire,VXI,2018,6,79181,Petrol,Manual,First Owner,Individual,16.5,1197,77.1,176,5,7.24,3.84
MG Hector Sharp 2020,MG,Hector,Sharp,2020,4,28892,Petrol,Automatic,Second Owner,Trustmark Dealer,14.2,1451,87.0,187,5,18.99,12.45
Skoda Slavia Active 2017,Skoda,Slavia,Active,2017,7,86078,Petrol,Manual,Second Owner,Individual,19.4,999,79.4,184,5,10.99,4.93
Volkswagen Tiguan Elegance 2022,Volkswagen,Tiguan,Elegance,2022,2,23980,Petrol,Automatic,First Owner,Dealer,15.2,1984,132.2,241,5,31.99,26.58
Toyota Innova Crysta VX 2022,Toyota,Innova Crysta,VX,2022,2,23384,Diesel,Automatic,First Owner,Dealer,22.7,2393,156.2,394,7,24.64,20.6
Honda City V 2023,Honda,City,V,2023,1,9193,Petrol,Manual,First Owner,Trustmark Dealer,17.7,1498,115.8,223,5,11.89,10.32
Maruti Baleno Delta 2016,Maruti,Baleno,Delta,2016,8,100602,Petrol,Manual,Second Owner,Trustmark Dealer,21.4,1197,80.2,192,5,7.45,3.23
Maruti Swift VXI 2023,Maruti,Swift,VXI,2023,1,10582,Petrol,Manual,First Owner,Individual,20.5,1197,90.1,197,5,6.99,5.97
Maruti Baleno Zeta 2020,Maruti,Baleno,Zeta,2020,4,40791,Petrol,Manual,First Owner,Trustmark Dealer,20.3,1197,76.8,142,5,8.45,5.86
Volkswagen Polo Trendline 2013,Volkswagen,Polo,Trendline,2013,11,101751,Petrol,Manual,First Owner,Trustmark Dealer,16.2,999,60.5,148,5,7.54,2.98
Honda Amaze VX 2019,Honda,Amaze,VX,2019,5,53383,Diesel,Manual,Fourth & Above Owner,Individual,21.3,1498,109.1,277,5,10.49,4.61
Volkswagen Taigun Topline 2013,Volkswagen,Taigun,Topline,2013,11,78048,Petrol,Automatic,Third Owner,Individual,19.6,999,70.8,134,5,15.99,5.73
Volkswagen Tiguan Elegance 2019,Volkswagen,Tiguan,Elegance,2019,5,66306,Petrol,Automatic,Second Owner,Dealer,16.8,1984,111.1,222,5,31.99,19.0
Mahindra XUV300 W4 2018,Mahindra,XUV300,W4,2018,6,54309,Petrol,Manual,First Owner,Individual,14.6,1197,68.5,154,5,8.45,4.7
Tata Harrier Adventure 2022,Tata,Harrier,Adventure,2022,2,15567,Diesel,Manual,First Owner,Individual,24.3,1956,113.6,290,5,17.99,13.95
Tata Tiago XT 2023,Tata,Tiago,XT,2023,1,14103,Petrol,Manual,First Owner,Individual,15.4,1199,73.5,146,5,7.2,6.0
Tata Nexon Smart 2015,Tata,Nexon,Smart,2015,9,96647,Petrol,Manual,First Owner,Trustmark Dealer,16.5,1199,94.0,217,5,8.1,3.78
Tata Tiago XT 2023,Tata,Tiago,XT,2023,1,10476,Petrol,Manual,First Owner,Dealer,20.1,1199,90.0,222,5,7.2,6.5
MG Hector Plus Sharp 2020,MG,Hector Plus,Sharp,2020,4,48460,Diesel,Manual,Third Owner,Dealer,19.0,1956,125.7,307,6,20.99,11.99
Tata Tiago XT 2016,Tata,Tiago,XT,2016,8,79104,Petrol,Manual,Second Owner,Individual,20.9,1199,72.3,169,5,7.2,3.13
Volkswagen Polo Trendline 2014,Volkswagen,Polo,Trendline,2014,10,92136,Petrol,Manual,Fourth & Above Owner,Individual,18.6,999,60.5,129,5,7.54,2.21
Mercedes C-Class Progressive 2017,Mercedes,C-Class,Progressive,2017,7,66662,Petrol,Automatic,Second Owner,Individual,17.3,1496,91.6,204,5,55.0,30.84
Skoda Slavia Active 2019,Skoda,Slavia,Active,2019,5,72144,Petrol,Manual,First Owner,Individual,18.8,999,59.9,146,5,10.99,6.41
Maruti Ertiga VXI 2016,Maruti,Ertiga,VXI,2016,8,99084,Petrol,Manual,First Owner,Individual,20.8,1462,84.4,154,7,8.35,3.81
Jeep Compass Sport 2016,Jeep,Compass,Sport,2016,8,134717,Petrol,Manual,First Owner,Individual,16.6,1368,88.9,205,5,19.95,9.6
Volkswagen Polo Trendline 2019,Volkswagen,Polo,Trendline,2019,5,47773,Petrol,Manual,First Owner,Individual,19.7,999,76.4,182,5,7.54,4.46
Hyundai Creta E 2022,Hyundai,Creta,E,2022,2,25124,Petrol,Manual,Second Owner,Individual,20.5,1497,94.9,220,5,10.87,7.68
Mercedes E-Class Progressive 2016,Mercedes,E-Class,Progressive,2016,8,80526,Petrol,Automatic,Second Owner,Dealer,21.6,1991,148.8,368,5,77.5,42.62
Hyundai Venue SX(O) 2016,Hyundai,Venue,SX(O),2016,8,98999,Diesel,Manual,First Owner,Dealer,22.0,1493,110.3,261,5,11.49,5.35
Maruti WagonR ZXI 2022,Maruti,WagonR,ZXI,2022,2,26301,Petrol,Automatic,First Owner,Dealer,20.9,998,73.1,134,5,6.49,5.23
Honda City VX 2020,Honda,City,VX,2020,4,25502,Petrol,Automatic,Third Owner,Individual,15.4,1498,90.8,206,5,14.49,7.78
Hyundai Creta SX(O) 2013,Hyundai,Creta,SX(O),2013,11,134841,Diesel,Automatic,First Owner,Individual,20.2,1493,118.6,215,5,18.99,8.06
Hyundai i20 Asta 2016,Hyundai,i20,Asta,2016,8,107874,Petrol,Automatic,Third Owner,Individual,17.3,1197,87.6,164,5,9.64,3.62
Tata Altroz XZ 2014,Tata,Altroz,XZ,2014,10,105052,Petrol,Manual,Second Owner,Individual,16.2,1199,78.1,171,5,8.4,2.94
Mahindra XUV300 W6 2018,Mahindra,XUV300,W6,2018,6,91378,Petrol,Manual,First Owner,Dealer,18.3,1197,70.7,140,5,9.99,5.31
Volkswagen Tiguan Elegance 2019,Volkswagen,Tiguan,Elegance,2019,5,52022,Petrol,Automatic,Second Owner,Trustmark Dealer,14.1,1984,118.7,265,5,31.99,19.12
Hyundai Venue SX(O) 2018,Hyundai,Venue,SX(O),2018,6,43134,Diesel,Manual,Second Owner,Individual,26.1,1493,110.7,242,5,11.49,5.96
Tata Harrier Smart 2015,Tata,Harrier,Smart,2015,9,77001,Diesel,Manual,First Owner,Dealer,22.6,1956,113.1,223,5,15.49,8.24
Maruti Celerio VXI 2017,Maruti,Celerio,VXI,2017,7,83147,Petrol,Automatic,First Owner,Individual,20.2,998,72.8,154,5,6.25,3.24
Volkswagen Polo Trendline 2016,Volkswagen,Polo,Trendline,2016,8,86202,Petrol,Manual,First Owner,Individual,18.6,999,58.0,113,5,7.54,3.66
Mahindra XUV700 AX5 2017,Mahindra,XUV700,AX5,2017,7,99215,Diesel,Automatic,Second Owner,Dealer,18.5,2184,158.7,334,7,20.99,10.42
Toyota Glanza E 2017,Toyota,Glanza,E,2017,7,84688,Petrol,Manual,Second Owner,Dealer,19.3,1197,95.7,207,5,6.85,3.28
Mahindra XUV700 AX7 L 2020,Mahindra,XUV700,AX7 L,2020,4,32071,Diesel,Automatic,Fourth & Above Owner,Individual,21.0,2184,146.7,264,7,26.99,13.83
Tata Tiago XE 2023,Tata,Tiago,XE,2023,1,11736,Petrol,Manual,First Owner,Dealer,20.6,1199,89.7,217,5,5.4,4.65
Toyota Camry Hybrid 2021,Toyota,Camry,Hybrid,2021,3,15020,Hybrid,Automatic,Second Owner,Individual,21.9,2487,157.6,308,5,44.95,30.98
Maruti Alto K10 VXI 2021,Maruti,Alto K10,VXI,2021,3,33672,Petrol,Manual,Second Owner,Dealer,14.5,796,46.0,112,5,4.79,3.17
Skoda Slavia Ambition 2014,Skoda,Slavia,Ambition,2014,10,100794,Petrol,Automatic,Second Owner,Individual,17.6,999,58.7,137,5,14.49,5.31
Mahindra XUV700 AX7 L 2015,Mahindra,XUV700,AX7 L,2015,9,85039,Diesel,Automatic,Second Owner,Dealer,26.7,2184,132.8,248,7,26.99,12.36
Maruti Swift VXI 2021,Maruti,Swift,VXI,2021,3,27334,Petrol,Manual,First Owner,Trustmark Dealer,15.6,1197,94.9,232,5,6.99,5.35
Hyundai i20 Asta 2015,Hyundai,i20,Asta,2015,9,117729,Petrol,Automatic,First Owner,Individual,21.5,1197,77.2,141,5,9.64,4.07
Renault Duster RXE 2023,Renault,Duster,RXE,2023,1,10127,Petrol,Manual,First Owner,Trustmark Dealer,14.9,1498,114.0,213,5,9.99,8.58
Toyota Fortuner 4x4 AT 2015,Toyota,Fortuner,4x4 AT,2015,9,121377,Diesel,Automatic,First Owner,Individual,19.8,2755,210.4,386,7,40.57,20.53
MG Hector Sharp 2023,MG,Hector,Sharp,2023,1,13217,Petrol,Automatic,First Owner,Individual,21.3,1451,94.4,217,5,18.99,15.98
Maruti Baleno Sigma 2020,Maruti,Baleno,Sigma,2020,4,35626,Petrol,Manual,First Owner,Individual,15.5,1197,95.0,197,5,6.61,4.49
Renault Triber RXE 2017,Renault,Triber,RXE,2017,7,76346,Petrol,Manual,Second Owner,Individual,16.8,999,78.6,159,7,5.99,2.72
Volkswagen Polo Trendline 2023,Volkswagen,Polo,Trendline,2023,1,11326,Petrol,Manual,First Owner,Dealer,17.1,999,79.0,169,5,7.54,6.69
Mahindra XUV700 MX 2016,Mahindra,XUV700,MX,2016,8,112004,Petrol,Manual,First Owner,Individual,15.3,1997,138.4,309,7,13.99,6.12
Renault Duster RXE 2015,Renault,Duster,RXE,2015,9,63318,Petrol,Manual,First Owner,Dealer,18.5,1498,119.4,250,5,9.99,4.58
Honda City VX 2021,Honda,City,VX,2021,3,44617,Petrol,Automatic,First Owner,Dealer,18.1,1498,95.2,204,5,14.49,10.54
Mercedes C-Class Progressive 2022,Mercedes,C-Class,Progressive,2022,2,25344,Petrol,Automatic,First Owner,Individual,19.2,1496,90.1,203,5,55.0,43.29
Hyundai i20 Sportz 2022,Hyundai,i20,Sportz,2022,2,14594,Petrol,Manual,Second Owner,Individual,20.4,1197,86.2,208,5,8.64,6.04
Tata Nexon Pure 2014,Tata,Nexon,Pure,2014,10,87068,Petrol,Manual,First Owner,Dealer,21.2,1199,68.8,171,5,9.5,4.04
Jeep Compass Sport 2023,Jeep,Compass,Sport,2023,1,11247,Petrol,Manual,First Owner,Dealer,20.9,1368,80.0,198,5,19.95,17.12
Honda Amaze V 2022,Honda,Amaze,V,2022,2,32029,Petrol,Automatic,First Owner,Trustmark Dealer,16.5,1199,74.2,151,5,9.49,7.65
MG ZS EV Excite 2023,MG,ZS EV,Excite,2023,1,12576,Electric,Automatic,First Owner,Dealer,272.7,0,140.8,325,5,22.58,20.3
Toyota Innova Crysta GX 2013,Toyota,Innova Crysta,GX,2013,11,53610,Diesel,Manual,First Owner,Individual,26.5,2393,158.6,403,7,19.77,8.78
Kia Carnival Premium 2022,Kia,Carnival,Premium,2022,2,19140,Diesel,Automatic,Second Owner,Individual,18.4,2199,158.2,397,8,30.89,22.57
Maruti Swift ZXI+ 2014,Maruti,Swift,ZXI+,2014,10,89947,Petrol,Automatic,First Owner,Individual,18.0,1197,88.8,211,5,8.79,3.46
Tata Altroz XZ 2022,Tata,Altroz,XZ,2022,2,21149,Petrol,Manual,Second Owner,Individual,20.7,1199,95.2,217,5,8.4,5.79
Maruti Ertiga VXI 2023,Maruti,Ertiga,VXI,2023,1,14748,Petrol,Manual,First Owner,Trustmark Dealer,20.4,1462,111.5,224,7,8.35,7.48
Toyota Urban Cruiser Mid 2018,Toyota,Urban Cruiser,Mid,2018,6,67586,Petrol,Manual,First Owner,Dealer,20.2,1462,86.3,186,5,10.33,6.08
Toyota Glanza V 2013,Toyota,Glanza,V,2013,11,142150,Petrol,Automatic,First Owner,Individual,18.4,1197,88.5,204,5,8.99,3.11
Mahindra Scorpio-N Z8 2013,Mahindra,Scorpio-N,Z8,2013,11,116977,Diesel,Automatic,Second Owner,Individual,21.2,2184,137.7,351,7,22.5,8.75
MG Hector Smart 2021,MG,Hector,Smart,2021,3,25796,Petrol,Manual,Third Owner,Individual,14.4,1451,90.7,187,5,14.72,8.47
MG ZS EV Exclusive 2020,MG,ZS EV,Exclusive,2020,4,53399,Electric,Automatic,First Owner,Trustmark Dealer,280.7,0,126.2,307,5,25.58,17.69
Maruti WagonR LXI 2015,Maruti,WagonR,LXI,2015,9,87442,Petrol,Manual,First Owner,Dealer,17.4,998,68.3,125,5,5.47,2.54
Toyota Glanza V 2014,Toyota,Glanza,V,2014,10,143319,Petrol,Automatic,Second Owner,Dealer,21.6,1197,81.0,174,5,8.99,3.05
Renault Kwid STD 2019,Renault,Kwid,STD,2019,5,44119,Petrol,Manual,First Owner,Individual,19.9,799,47.3,108,5,4.7,2.89
Hyundai Venue S 2017,Hyundai,Venue,S,2017,7,73477,Petrol,Manual,First Owner,Dealer,20.1,1197,74.0,164,5,7.53,4.1
Jeep Compass Limited 2014,Jeep,Compass,Limited,2014,10,94955,Diesel,Automatic,First Owner,Individual,18.2,1956,151.8,275,5,28.59,12.9
Tata Harrier Accomplished 2020,Tata,Harrier,Accomplished,2020,4,55510,Diesel,Automatic,Second Owner,Trustmark Dealer,22.1,1956,109.7,264,5,22.49,14.47
Honda Amaze VX 2016,Honda,Amaze,VX,2016,8,126680,Diesel,Manual,First Owner,Dealer,26.1,1498,100.0,199,5,10.49,4.8
Maruti Swift LXI 2021,Maruti,Swift,LXI,2021,3,34538,Petrol,Manual,First Owner,Individual,14.8,1197,91.0,190,5,5.99,4.24
Tata Nexon Smart 2023,Tata,Nexon,Smart,2023,1,9069,Petrol,Manual,First Owner,Individual,19.9,1199,90.0,201,5,8.1,6.74
Audi A4 Premium 2022,Audi,A4,Premium,2022,2,15416,Petrol,Automatic,First Owner,Trustmark Dealer,16.4,1984,154.0,283,5,42.34,34.49
Mahindra Scorpio-N Z2 2019,Mahindra,Scorpio-N,Z2,2019,5,45709,Petrol,Manual,First Owner,Individual,16.2,1997,146.6,346,7,13.85,8.66
Hyundai Santro Magna 2021,Hyundai,Santro,Magna,2021,3,43375,Petrol,Manual,Third Owner,Individual,16.4,1086,79.9,158,5,4.77,2.81
Maruti Celerio LXI 2019,Maruti,Celerio,LXI,2019,5,48170,Petrol,Manual,Fourth & Above Owner,Dealer,19.3,998,57.7,116,5,5.25,2.4
Toyota Fortuner 4x4 AT 2013,Toyota,Fortuner,4x4 AT,2013,11,119755,Diesel,Automatic,Third Owner,Individual,19.9,2755,199.3,490,7,40.57,16.36
MG Hector Plus Sharp 2023,MG,Hector Plus,Sharp,2023,1,8335,Diesel,Manual,First Owner,Trustmark Dealer,23.4,1956,142.3,364,6,20.99,18.5
MG Hector Plus Sharp 2014,MG,Hector Plus,Sharp,2014,10,113996,Diesel,Manual,Fourth & Above Owner,Individual,26.6,1956,137.7,304,6,20.99,6.86
BMW 3 Series 320d Sport 2016,BMW,3 Series,320d Sport,2016,8,94007,Diesel,Automatic,First Owner,Dealer,27.0,1995,111.5,275,5,46.9,27.05
Tata Nexon Smart 2015,Tata,Nexon,Smart,2015,9,92871,Petrol,Manual,First Owner,Dealer,18.4,1199,79.4,154,5,8.1,3.59
Tata Harrier Adventure 2013,Tata,Harrier,Adventure,2013,11,106400,Diesel,Manual,Second Owner,Individual,19.1,1956,108.1,252,5,17.99,6.93
Tata Nexon Smart 2020,Tata,Nexon,Smart,2020,4,31093,Petrol,Manual,First Owner,Individual,20.5,1199,92.2,166,5,8.1,5.41
Honda City VX 2023,Honda,City,VX,2023,1,16445,Petrol,Automatic,First Owner,Dealer,15.1,1498,101.1,253,5,14.49,12.61
Kia Sonet HTK+ 2022,Kia,Sonet,HTK+,2022,2,22193,Diesel,Manual,Second Owner,Individual,26.3,1493,95.2,174,5,11.49,8.04
Maruti WagonR VXI 2020,Maruti,WagonR,VXI,2020,4,46395,Petrol,Manual,Third Owner,Individual,21.5,998,77.6,169,5,5.99,3.2
Mahindra XUV300 W6 2020,Mahindra,XUV300,W6,2020,4,57240,Petrol,Manual,First Owner,Individual,19.5,1197,73.2,157,5,9.99,6.57
Mahindra Scorpio-N Z2 2021,Mahindra,Scorpio-N,Z2,2021,3,39997,Petrol,Manual,First Owner,Individual,18.0,1997,126.4,265,7,13.85,9.65
Toyota Fortuner 4x2 MT 2020,Toyota,Fortuner,4x2 MT,2020,4,51653,Diesel,Manual,Third Owner,Individual,26.9,2755,217.8,439,7,33.43,18.55
Volkswagen Polo Highline 2014,Volkswagen,Polo,Highline,2014,10,98697,Petrol,Manual,Fourth & Above Owner,Individual,16.0,999,65.2,162,5,9.59,2.75
Kia Seltos HTE 2022,Kia,Seltos,HTE,2022,2,11874,Petrol,Manual,Second Owner,Individual,14.2,1497,112.8,213,5,10.9,7.65
Toyota Urban Cruiser Mid 2016,Toyota,Urban Cruiser,Mid,2016,8,77017,Petrol,Manual,Second Owner,Individual,19.2,1462,110.6,277,5,10.33,4.43
Volkswagen Polo Highline 2023,Volkswagen,Polo,Highline,2023,1,7866,Petrol,Manual,First Owner,Individual,21.6,999,77.4,141,5,9.59,8.18
Maruti Ertiga VXI 2013,Maruti,Ertiga,VXI,2013,11,117287,Petrol,Manual,First Owner,Trustmark Dealer,14.6,1462,115.4,227,7,8.35,3.3
Skoda Kushaq Active 2015,Skoda,Kushaq,Active,2015,9,71353,Petrol,Manual,Second Owner,Dealer,14.1,999,55.8,144,5,10.89,4.44
Volkswagen Taigun Topline 2019,Volkswagen,Taigun,Topline,2019,5,48108,Petrol,Automatic,First Owner,Trustmark Dealer,18.7,999,59.7,140,5,15.99,10.54
Skoda Slavia Active 2014,Skoda,Slavia,Active,2014,10,159486,Petrol,Manual,Second Owner,Dealer,16.9,999,68.9,175,5,10.99,3.61
Maruti Celerio LXI 2022,Maruti,Celerio,LXI,2022,2,12923,Petrol,Manual,First Owner,Trustmark Dealer,21.1,998,67.4,163,5,5.25,4.19
Hyundai i20 Magna 2017,Hyundai,i20,Magna,2017,7,78819,Petrol,Manual,First Owner,Dealer,20.7,1197,84.8,164,5,7.04,3.66
Honda City ZX 2023,Honda,City,ZX,2023,1,12731,Petrol,Automatic,First Owner,Dealer,17.0,1498,97.6,205,5,15.49,13.77
Toyota Fortuner 4x4 AT 2020,Toyota,Fortuner,4x4 AT,2020,4,44414,Diesel,Automatic,First Owner,Dealer,19.8,2755,152.0,365,7,40.57,29.61
Maruti Baleno Alpha 2022,Maruti,Baleno,Alpha,2022,2,16205,Petrol,Automatic,Second Owner,Dealer,20.3,1197,86.7,217,5,9.45,6.79
Mahindra XUV700 AX7 L 2017,Mahindra,XUV700,AX7 L,2017,7,68277,Diesel,Automatic,Second Owner,Dealer,21.6,2184,127.2,298,7,26.99,14.62
Honda City ZX 2013,Honda,City,ZX,2013,11,92115,Petrol,Automatic,First Owner,Individual,15.5,1498,109.5,244,5,15.49,6.92
Kia Seltos HTX 2017,Kia,Seltos,HTX,2017,7,108338,Petrol,Automatic,Second Owner,Individual,14.1,1497,84.6,160,5,14.99,6.35
Mahindra XUV300 W8 2018,Mahindra,XUV300,W8,2018,6,71932,Diesel,Manual,First Owner,Dealer,19.8,1497,91.7,181,5,12.99,7.26
Toyota Glanza E 2016,Toyota,Glanza,E,2016,8,86800,Petrol,Manual,Fourth & Above Owner,Individual,19.4,1197,71.6,143,5,6.85,2.38
Hyundai Venue SX 2016,Hyundai,Venue,SX,2016,8,100366,Petrol,Automatic,First Owner,Dealer,16.1,1197,77.6,158,5,9.99,4.82
Maruti Dzire LXI 2017,Maruti,Dzire,LXI,2017,7,89908,Petrol,Manual,First Owner,Dealer,15.3,1197,68.5,134,5,6.24,3.16
Tata Altroz XZ+ 2015,Tata,Altroz,XZ+,2015,9,46636,Diesel,Manual,First Owner,Individual,26.1,1497,83.0,200,5,9.99,4.29
Maruti Alto K10 VXI 2019,Maruti,Alto K10,VXI,2019,5,32097,Petrol,Manual,First Owner,Individual,16.4,796,60.1,114,5,4.79,2.96
Volkswagen Virtus Comfortline 2015,Volkswagen,Virtus,Comfortline,2015,9,96840,Petrol,Manual,First Owner,Trustmark Dealer,15.4,999,69.1,155,5,11.99,5.4
Mahindra XUV700 MX 2022,Mahindra,XUV700,MX,2022,2,24153,Petrol,Manual,Second Owner,Individual,14.8,1997,148.1,311,7,13.99,9.61
Maruti Swift ZXI 2023,Maruti,Swift,ZXI,2023,1,12589,Petrol,Manual,First Owner,Trustmark Dealer,21.8,1197,74.6,152,5,7.99,6.99
Hyundai Creta SX 2013,Hyundai,Creta,SX,2013,11,154501,Petrol,Automatic,First Owner,Individual,18.2,1497,104.0,229,5,14.99,5.0
Hyundai i20 Magna 2017,Hyundai,i20,Magna,2017,7,57337,Petrol,Manual,Second Owner,Dealer,19.1,1197,72.6,144,5,7.04,3.45
Toyota Glanza V 2022,Toyota,Glanza,V,2022,2,23007,Petrol,Automatic,Second Owner,Trustmark Dealer,21.9,1197,95.7,240,5,8.99,6.62
Hyundai Creta SX 2021,Hyundai,Creta,SX,2021,3,26853,Petrol,Automatic,First Owner,Dealer,20.0,1497,107.0,223,5,14.99,11.22
Volkswagen Polo Highline 2017,Volkswagen,Polo,Highline,2017,7,68641,Petrol,Manual,Third Owner,Dealer,17.7,999,57.5,144,5,9.59,4.21
Jeep Compass Limited 2016,Jeep,Compass,Limited,2016,8,50760,Diesel,Automatic,Second Owner,Dealer,22.2,1956,151.4,310,5,28.59,14.28
Tata Altroz XE 2023,Tata,Altroz,XE,2023,1,10500,Petrol,Manual,First Owner,Trustmark Dealer,15.5,1199,84.7,218,5,6.6,5.84
Kia Seltos HTE 2016,Kia,Seltos,HTE,2016,8,106146,Petrol,Manual,First Owner,Dealer,20.2,1497,101.1,245,5,10.9,5.07
Maruti Baleno Delta 2021,Maruti,Baleno,Delta,2021,3,18154,Petrol,Manual,First Owner,Individual,19.7,1197,68.8,152,5,7.45,5.38
Tata Harrier Adventure 2023,Tata,Harrier,Adventure,2023,1,8226,Diesel,Manual,First Owner,Individual,18.5,1956,148.3,295,5,17.99,15.67
Hyundai Creta E 2013,Hyundai,Creta,E,2013,11,111398,Petrol,Manual,First Owner,Dealer,16.7,1497,96.9,194,5,10.87,4.18
Renault Duster RXZ 2021,Renault,Duster,RXZ,2021,3,42799,Diesel,Manual,Third Owner,Individual,18.0,1461,113.6,273,5,13.49,7.58
Hyundai i20 Magna 2023,Hyundai,i20,Magna,2023,1,8823,Petrol,Manual,First Owner,Trustmark Dealer,19.2,1197,67.7,139,5,7.04,6.18
Hyundai Creta SX(O) 2018,Hyundai,Creta,SX(O),2018,6,52428,Diesel,Automatic,Second Owner,Individual,26.2,1493,113.1,269,5,18.99,10.15
Tata Harrier Adventure 2020,Tata,Harrier,Adventure,2020,4,56038,Diesel,Manual,First Owner,Dealer,23.6,1956,126.4,294,5,17.99,12.3
